1571673051,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,s1-eth4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,s2-eth4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,s2-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,s1-eth1,1514000.00,33000.00,1547000.00,330,15140,1000.00,500.00,1500.00,5,10,0.00,0.00,0,0
1571673051,s1-eth4,66000.00,2725200.00,2791200.00,27252,660,1000.00,1800.00,2800.00,18,10,0.00,0.00,0,0
1571673051,s1-eth2,1514000.00,26400.00,1540400.00,264,15140,1000.00,400.00,1400.00,4,10,0.00,0.00,0,0
1571673051,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,s2-eth1,33000.00,1514000.00,1547000.00,15140,330,500.00,1000.00,1500.00,10,5,0.00,0.00,0,0
1571673051,s2-eth4,2725200.00,66000.00,2791200.00,660,27252,1800.00,1000.00,2800.00,10,18,0.00,0.00,0,0
1571673051,s2-eth2,33000.00,1514000.00,1547000.00,15140,330,500.00,1000.00,1500.00,10,5,0.00,0.00,0,0
1571673051,s2-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,total,5885200.00,5878600.00,11763800.00,58786,58852,5800.00,5700.00,11500.00,57,58,0.00,0.00,0,0
1571673051,s1-eth1,1211200.00,26400.00,1237600.00,264,12112,800.00,400.00,1200.00,4,8,0.00,0.00,0,0
1571673051,s1-eth4,52800.00,2725200.00,2778000.00,27252,528,800.00,1800.00,2600.00,18,8,0.00,0.00,0,0
1571673051,s1-eth2,1211200.00,33000.00,1244200.00,330,12112,800.00,500.00,1300.00,5,8,0.00,0.00,0,0
1571673051,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1571673051,s2-eth1,33000.00,1211200.00,1244200.00,12112,330,500.00,800.00,1300.00,8,5,0.00,0.00,0,0
1571673051,s2-eth4,2725200.00,52800.00,2778000.00,528,27252,1800.00,800.00,2600.00,8,18,0.00,0.00,0,0
